Encuesta;Fecha;Mes;Pais de procedencia;Ciudad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo
3827;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3828;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;37;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3829;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3830;2019-11-03;Noviembre;Colombia;Manizales;Nacional;Centro;N/A;Masculino;38;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Terrestre público;1;1 Noche
3831;2019-11-03;Noviembre;Colombia;Barranquilla;Nacional;Norte;N/A;Masculino;30;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;60;Mas de 10 Noches
3832;2019-11-03;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;46;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
3833;2019-11-03;Noviembre;Alemania;Bostocle;Extranjero;N/A;Europa;Femenino;20;0 - 20 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
3834;2019-11-03;Noviembre;Colombia;Barranquilla;Nacional;Norte;N/A;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;6;4-6 Noches
3835;2019-11-03;Noviembre;Colombia;Colon;Nacional;Sur;N/A;Femenino;18;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;15;Mas de 10 Noches
3836;2019-11-03;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;42;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;1;1 Noche
3837;2019-11-03;Noviembre;Colombia;El Cairo;Nacional;Occidente;N/A;Femenino;18;0 - 20 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;60;Mas de 10 Noches
3838;2019-11-03;Noviembre;Francia;Tolouse;Extranjero;N/A;Europa;Femenino;27;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Vivienda familiar o amigos;N/A;Aéreo;3;2-3 Noches
3839;2019-11-03;Noviembre;Colombia;Ibagué;Nacional;Centro;N/A;Masculino;22;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;Terrestre particular;1;1 Noche
3840;2019-11-03;Noviembre;Colombia;Armenia;Nacional;Centro;N/A;Femenino;24;21-45 años;Salud;N/A;Español;N/A;Otros;N/A;Terrestre público;1;1 Noche
3841;2019-11-03;Noviembre;Colombia;Armenia;Nacional;Centro;N/A;Masculino;46;Mas de 45 años;Salud;N/A;Español;N/A;Otros;N/A;Aéreo;1;1 Noche
3842;2019-11-03;Noviembre;Colombia;Barranquilla;Nacional;Norte;N/A;Femenino;27;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
3843;2019-11-03;Noviembre;Alemania;Colonia;Extranjero;N/A;Europa;Masculino;27;21-45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;7;7-10 Noches
3844;2019-11-03;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;22;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3845;2019-11-03;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;32;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
3846;2019-11-03;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;65;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3847;2019-11-03;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;61;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3848;2019-11-03;Noviembre;Colombia;Valledupar;Nacional;Norte;N/A;Femenino;29;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
3849;2019-11-03;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;46;Mas de 45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;3;2-3 Noches
3850;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3851;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;35;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3852;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;33;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3853;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;37;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3854;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;43;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3855;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;28;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3856;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3857;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;42;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3858;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3859;2019-11-04;Noviembre;Perú;Lima;Extranjero;N/A;America latina;Masculino;55;Mas de 45 años;Negocios;N/A;Español;N/A;No responde;N/A;Aéreo;4;4-6 Noches
3860;2019-11-04;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;42;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3861;2019-11-04;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;26;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3862;2019-11-04;Noviembre;Colombia;Barranquilla;Nacional;Norte;N/A;Masculino;49;Mas de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3863;2019-11-04;Noviembre;Colombia;Barranquilla;Nacional;Norte;N/A;Masculino;49;Mas de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3864;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3865;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3866;2019-11-04;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;23;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3867;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;68;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3868;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3869;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3870;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;53;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3871;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;33;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3872;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;15;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3873;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;15;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3874;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;21;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3875;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;43;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3876;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;24;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3877;2019-11-05;Noviembre;Colombia;Jamundí;Nacional;Occidente;N/A;Masculino;40;21-45 años;Turismo rural;N/A;Español;N/A;Hostal;N/A;Terrestre particular;2;2-3 Noches
3878;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3879;2019-11-05;Noviembre;Panamá;Ciudad de Panamá;Extranjero;N/A;America latina;Masculino;65;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
3880;2019-11-05;Noviembre;Panamá;Ciudad de Panamá;Extranjero;N/A;America latina;Femenino;64;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
3881;2019-11-05;Noviembre;Colombia;Sincelejo;Nacional;Norte;N/A;Masculino;58;Mas de 45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
3882;2019-11-05;Noviembre;Colombia;Sincelejo;Nacional;Norte;N/A;Femenino;47;Mas de 45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
3883;2019-11-05;Noviembre;Alemania;Erlangen;Extranjero;N/A;Europa;Masculino;18;0 - 20 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
3884;2019-11-05;Noviembre;Inglaterra;Manchester;Extranjero;N/A;Europa;Masculino;37;21-45 años;Visita parientes o amigos;N/A;Inglés;N/A;Hotel;N/A;Aéreo;8;7-10 Noches
3885;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3886;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;29;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3887;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;57;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3888;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;37;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3889;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3890;2019-11-05;Noviembre;Estados Unidos;Los Angeles;Extranjero;N/A;Norteamerica;Femenino;25;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hotel;N/A;Aéreo;8;7-10 Noches
3891;2019-11-05;Noviembre;Estados Unidos;Los Angeles;Extranjero;N/A;Norteamerica;Masculino;27;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hotel;N/A;Aéreo;8;7-10 Noches
3892;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3893;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3894;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;51;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3895;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3896;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3897;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;21;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3898;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;28;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3899;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3900;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;53;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3901;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;58;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3902;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3903;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;31;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3904;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3905;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3906;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;52;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3907;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3908;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3909;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3910;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3911;2019-11-05;Noviembre;Colombia;Popayán;Nacional;Occidente;N/A;Femenino;40;21-45 años;Negocios;N/A;Español;N/A;Hostal;N/A;Terrestre público;2;2-3 Noches
3912;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3913;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;38;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3914;2019-11-05;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;50;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
3915;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3916;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;41;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3917;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3918;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3919;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;29;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3920;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3921;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3922;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3923;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3924;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;48;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3925;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;44;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3926;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;35;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3927;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3928;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3929;2019-11-05;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;N/A;N/A;N/A
3930;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3931;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3932;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3933;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;29;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3934;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3935;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3936;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3937;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3938;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3939;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3940;2019-11-05;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;50;Mas de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;N/A;N/A
3941;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3942;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3943;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3944;2019-11-05;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;31;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3945;2019-11-06;Noviembre;Argentina;Cordoba;Extranjero;N/A;America latina;Femenino;65;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Aéreo;4;4-6 Noches
3946;2019-11-06;Noviembre;Argentina;Cordoba;Extranjero;N/A;America latina;Femenino;65;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Aéreo;4;4-6 Noches
3947;2019-11-06;Noviembre;Argentina;Neuquen;Extranjero;N/A;America latina;Femenino;63;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Aéreo;4;4-6 Noches
3948;2019-11-06;Noviembre;Argentina;Patagonia;Extranjero;N/A;America latina;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Aéreo;4;4-6 Noches
3949;2019-11-06;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;61;Mas de 45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3950;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;23;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3951;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;28;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3952;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;29;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3953;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;26;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3954;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;26;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3955;2019-11-06;Noviembre;Francia;Paris;Extranjero;N/A;Europa;Masculino;25;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;15;Mas de 10 Noches
3956;2019-11-06;Noviembre;Francia;Paris;Extranjero;N/A;Europa;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;15;Mas de 10 Noches
3957;2019-11-06;Noviembre;Francia;Paris;Extranjero;N/A;Europa;Masculino;28;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;15;Mas de 10 Noches
3958;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;59;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3959;2019-11-06;Noviembre;Colombia;Cartago;Nacional;Occidente;N/A;Masculino;33;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
3960;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;41;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3961;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;43;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3962;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3963;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;51;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3964;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3965;2019-11-06;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;25;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;N/A;N/A;N/A
3966;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3967;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3968;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;39;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3969;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;34;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3970;2019-11-06;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;29;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
