Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedencia- Visitantes nacionales,Zona procedencia- Visitantes internacionales,Sexo,Edad,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Tiempo de estancia,Rango de Tiempo de estancia
2692,09/19/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,21,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2693,09/19/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,22,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2694,09/20/2017,Septiembre,Venezuela,No responde,Extranjero,N/A,America Latina,Masculino,53,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,10,7 - 10 Noches
2695,09/20/2017,Septiembre,Venezuela,No responde,Extranjero,N/A,America Latina,Masculino,20,0-20 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,30,Más de 10 noches
2696,09/21/2017,Septiembre,Colombia,Pasto,Nacional,Sur,N/A,Femenino,47,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,21,Más de 10 noches
2697,09/21/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,46,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,21,Más de 10 noches
2698,09/21/2017,Septiembre,Costa Rica,No responde,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 - 3 Noches
2699,09/21/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,33,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2700,09/21/2017,Septiembre,Colombia,Ibague,Nacional,Centro,N/A,Masculino,63,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,5,4 - 6 Noches
2701,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,32,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2702,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,26,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2703,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,20,0-20 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2704,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,62,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2705,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,31,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2706,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,31,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2707,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,45,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2708,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,31,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2709,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,22,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2710,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,27,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2711,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,31,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2712,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,20,0-20 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2713,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,19,0-20 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2714,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,27,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2715,09/22/2017,Septiembre,Colombia,Manizales,Nacional,Centro,N/A,Masculino,26,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,No responde,N/A,No responde,,No responde
2716,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,28,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2717,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,42,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2718,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,50,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2719,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,57,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2720,09/22/2017,Septiembre,Perú,No responde,Extranjero,N/A,America Latina,Masculino,43,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,7,7 - 10 Noches
2721,09/22/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,33,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2722,09/23/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,26,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2723,09/23/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,20,0-20 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2724,09/23/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,55,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,10,7 - 10 Noches
2725,09/23/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,51,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2726,09/24/2017,Septiembre,Chile,No responde,Extranjero,N/A,America Latina,Masculino,28,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 - 3 Noches
2727,09/25/2017,Septiembre,Chile,No responde,Extranjero,N/A,America Latina,Femenino,27,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 - 3 Noches
2728,09/25/2017,Septiembre,Colombia,Medellin,Nacional,Centro,N/A,Femenino,52,Más de 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,8,7 - 10 Noches
2729,09/25/2017,Septiembre,Colombia,Medellin,Nacional,Centro,N/A,Masculino,70,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,55,Más de 10 noches
2730,09/25/2017,Septiembre,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,44,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,8,7 - 10 Noches
2731,09/25/2017,Septiembre,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,46,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,15,Más de 10 noches
2732,09/25/2017,Septiembre,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,42,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,8,7 - 10 Noches
2733,09/25/2017,Septiembre,Perú,No responde,Extranjero,N/A,America Latina,Masculino,55,Más de 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,8,7 - 10 Noches
2734,09/25/2017,Septiembre,Perú,No responde,Extranjero,N/A,America Latina,Masculino,35,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,8,7 - 10 Noches
2735,09/26/2017,Septiembre,Colombia,Ibague,Nacional,Centro,N/A,Femenino,47,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4,4 - 6 Noches
2736,09/26/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,51,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2737,09/26/2017,Septiembre,Colombia,Norte de Santander,Nacional,Norte,N/A,Femenino,57,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,10,7 - 10 Noches
2738,09/27/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,66,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2739,09/27/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,55,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2740,09/27/2017,Septiembre,Venezuela,No responde,Extranjero,N/A,America Latina,Masculino,39,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,18,Más de 10 noches
2741,09/27/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,25,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2742,09/01/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,61,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2743,09/01/2017,Septiembre,Colombia,tunja,Nacional,Centro,N/A,Masculino,41,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,,No responde
2744,09/01/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,74,Más de 45 años,Negocios,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,,No responde
2745,09/01/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,78,Más de 45 años,Negocios,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,30,Más de 10 noches
2746,09/01/2017,Septiembre,México,ciudad de mexico,Extranjero,N/A,America Latina,Masculino,29,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,30,Más de 10 noches
2747,09/01/2017,Septiembre,Colombia,Buenaventura,Nacional,Occidente,N/A,Masculino,53,Más de 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,,No responde
2748,09/01/2017,Septiembre,Ecuador,quito,Extranjero,N/A,America Latina,Masculino,29,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
2749,09/01/2017,Septiembre,Ecuador,quito,Extranjero,N/A,America Latina,Femenino,26,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
2750,09/02/2017,Septiembre,Venezuela,caracas,Extranjero,N/A,America Latina,Masculino,47,Más de 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,,No responde
2751,09/02/2017,Septiembre,Alemania,No responde,Extranjero,N/A,Europa,Femenino,19,0-20 años,Recreacional o vacacional,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Terrestre público,30,Más de 10 noches
2752,09/02/2017,Septiembre,Colombia,Palmira,Nacional,Occidente,N/A,Masculino,22,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,30,Más de 10 noches
2753,09/02/2017,Septiembre,Colombia,Pereira,Nacional,Occidente,N/A,Femenino,35,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,,No responde
2754,09/02/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,37,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 - 3 Noches
2755,09/02/2017,Septiembre,Colombia,Cúcuta,Nacional,Norte,N/A,Masculino,37,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 - 3 Noches
2756,09/02/2017,Septiembre,España,bilbao,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Recreacional o vacacional,N/A,español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
2757,09/02/2017,Septiembre,España,bilbao,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Recreacional o vacacional,N/A,español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
2758,09/02/2017,Septiembre,España,bilbao,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Recreacional o vacacional,N/A,español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
2759,09/02/2017,Septiembre,Colombia,Manizales,Nacional,Centro,N/A,Masculino,37,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,3,2 - 3 Noches
2760,09/02/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,36,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,3,2 - 3 Noches
2761,09/02/2017,Septiembre,México,nayarit,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,30,Más de 10 noches
2762,09/02/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,42,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2763,09/02/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,30,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,365,indefinido
2764,09/04/2017,Septiembre,Ecuador,cuenca,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,8,7 - 10 Noches
2765,09/04/2017,Septiembre,Ecuador,cuenca,Extranjero,N/A,America Latina,Femenino,32,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,8,7 - 10 Noches
2766,09/04/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,38,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 - 3 Noches
2767,09/04/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,63,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 - 3 Noches
2768,09/05/2017,Septiembre,Francia,paris,Extranjero,N/A,Europa,Masculino,25,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
2769,09/05/2017,Septiembre,Alemania,munich,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
2770,09/06/2017,Septiembre,Colombia,Cartagena,Nacional,Norte,N/A,Masculino,28,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 - 3 Noches
2771,09/06/2017,Septiembre,Inglaterra,london,Extranjero,N/A,Europa,Masculino,67,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Terrestre público,2,2 - 3 Noches
2772,09/06/2017,Septiembre,Alemania,No responde,Extranjero,N/A,Europa,Femenino,20,0-20 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,1,1 Noche
2773,09/06/2017,Septiembre,Alemania,No responde,Extranjero,N/A,Europa,Femenino,27,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,4,4 - 6 Noches
2774,09/06/2017,Septiembre,Alemania,No responde,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,4,4 - 6 Noches
2775,09/06/2017,Septiembre,México,ciudad de mexico,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,365,indefinido
2776,09/06/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,,No responde,Otros,deporte,Español,N/A,Hotel,N/A,Terrestre público,5,4 - 6 Noches
2777,09/06/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,,No responde,Otros,deporte,Español,N/A,Hotel,N/A,Terrestre público,4,4 - 6 Noches
2778,09/06/2017,Septiembre,Colombia,chia,Nacional,Centro,N/A,Masculino,,No responde,Otros,deporte,Español,N/A,Hotel,N/A,Terrestre público,5,4 - 6 Noches
2779,09/06/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,,No responde,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2780,09/06/2017,Septiembre,Colombia,Bucaramanga,Nacional,Norte,N/A,Masculino,61,Más de 45 años,Otros,deporte,Español,N/A,Hotel,N/A,Terrestre público,5,4 - 6 Noches
2781,09/06/2017,Septiembre,Colombia,melgar,Nacional,Centro,N/A,Femenino,39,21 - 45 años,Otros,deporte,Español,N/A,Hotel,N/A,Terrestre público,5,4 - 6 Noches
2782,09/06/2017,Septiembre,Colombia,Florencia,Nacional,Sur,N/A,Masculino,35,21 - 45 años,Otros,deporte,Español,N/A,Hotel,N/A,Terrestre público,5,4 - 6 Noches
2783,09/06/2017,Septiembre,Colombia,Florencia,Nacional,Sur,N/A,Masculino,37,21 - 45 años,Otros,deporte,Español,N/A,Hotel,N/A,Terrestre público,5,4 - 6 Noches
2784,09/06/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,19,0-20 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2785,09/06/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,20,0-20 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2786,09/07/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,26,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2787,09/07/2017,Septiembre,Venezuela,caracas,Extranjero,N/A,America Latina,Femenino,63,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,30,Más de 10 noches
2788,09/08/2017,Septiembre,Colombia,Pasto,Nacional,Sur,N/A,Femenino,23,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2,2 - 3 Noches
2789,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,36,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2790,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,38,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2791,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,35,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2,2 - 3 Noches
2792,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,40,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2,2 - 3 Noches
2793,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,29,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2794,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,62,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2795,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,68,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2796,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,26,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,3,2 - 3 Noches
2797,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,25,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,3,2 - 3 Noches
2798,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,26,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,3,2 - 3 Noches
2799,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,24,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,3,2 - 3 Noches
2800,09/08/2017,Septiembre,Colombia,Medellin,Nacional,Centro,N/A,Femenino,30,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,2,2 - 3 Noches
2801,09/08/2017,Septiembre,Colombia,Medellin,Nacional,Centro,N/A,Masculino,45,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,2,2 - 3 Noches
2802,09/08/2017,Septiembre,Colombia,Bucaramanga,Nacional,Norte,N/A,Masculino,55,Más de 45 años,Negocios,N/A,Español,N/A,No responde,N/A,Aéreo,1,1 Noche
2803,09/08/2017,Septiembre,Colombia,Bucaramanga,Nacional,Norte,N/A,Masculino,28,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,5,4 - 6 Noches
2804,09/08/2017,Septiembre,Colombia,Bucaramanga,Nacional,Norte,N/A,Femenino,26,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,5,4 - 6 Noches
2805,09/08/2017,Septiembre,Colombia,Cartagena,Nacional,Norte,N/A,Femenino,36,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,1,1 Noche
2806,09/08/2017,Septiembre,Colombia,Barranquilla,Nacional,Norte,N/A,Femenino,24,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,6,4 - 6 Noches
2807,09/08/2017,Septiembre,Colombia,Barranquilla,Nacional,Norte,N/A,Femenino,51,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,6,4 - 6 Noches
2808,09/08/2017,Septiembre,Colombia,Barranquilla,Nacional,Norte,N/A,Femenino,49,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,6,4 - 6 Noches
2809,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,39,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,1,1 Noche
2810,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,21,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 - 3 Noches
2811,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,19,0-20 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 - 3 Noches
2812,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,42,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,,No responde
2813,09/08/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,26,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7,7 - 10 Noches
2814,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,21,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2815,09/08/2017,Septiembre,Colombia,Barranquilla,Nacional,Norte,N/A,Masculino,40,21 - 45 años,Negocios,N/A,Español,N/A,No responde,N/A,No responde,,No responde
2816,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,40,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2817,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,31,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2818,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,39,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2819,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,29,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2820,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,48,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2821,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,24,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2822,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,30,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2823,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Masculino,27,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2824,09/08/2017,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,27,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
2825,09/08/2017,Septiembre,Colombia,Pereira,Nacional,Occidente,N/A,Femenino,34,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,,No responde
2826,09/08/2017,Septiembre,Colombia,Pereira,Nacional,Occidente,N/A,Masculino,34,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,,No responde
2827,09/09/2017,Septiembre,Colombia,huila,Nacional,Centro,N/A,Femenino,26,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Terrestre público,4,4 - 6 Noches
2828,09/09/2017,Septiembre,Colombia,huila,Nacional,Centro,N/A,Femenino,20,0-20 años,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Terrestre público,3,2 - 3 Noches
2829,09/09/2017,Septiembre,España,madrid,Extranjero,N/A,Europa,Masculino,23,21 - 45 años,Cultural,N/A,español,N/A,No responde,N/A,Terrestre público,1,1 Noche
2830,09/09/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,Terrestre particular,1,1 Noche
2831,09/09/2017,Septiembre,Francia,No responde,Extranjero,N/A,Europa,Masculino,30,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,,No responde
2832,09/09/2017,Septiembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,,No responde
2833,09/11/2017,Septiembre,Perú,lima,Extranjero,N/A,America Latina,Femenino,37,21 - 45 años,Negocios,N/A,Español,N/A,No responde,N/A,Aéreo,1,1 Noche
