Encuesta;Fecha;Mes;Pais de Procedencia;Cuidad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo de estancia;;;;;;;;;;
36;2018-01-12;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;65;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
37;2018-01-12;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;65;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
38;2018-01-12;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;65;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
39;2018-01-12;Enero;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;34;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;2;2-3 Noches;;;;;;;;;;
40;2018-01-13;Enero;Venezuela;Caracas;Extranjero;N/A;America Latina;Masculino;36;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
41;2018-01-15;Enero;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;17;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
42;2018-01-16;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
43;2018-01-16;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;57;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
44;2018-01-16;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;59;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
45;2018-01-16;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;78;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
46;2018-01-16;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;47;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
47;2018-01-17;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;54;Más de 45 años;Visita parientes o amigos;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
48;2018-01-17;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;67;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
49;2018-01-18;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;18;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
50;2018-01-18;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;36;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
51;2018-01-19;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
52;2018-01-19;Enero;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;29;21 a 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;4;4-6 Noches;;;;;;;;;;
53;2018-01-19;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
54;2018-01-20;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;67;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
55;2018-01-20;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
56;2018-01-21;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;37;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
57;2018-01-21;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;73;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
58;2018-01-21;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;36;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
59;2018-01-22;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;67;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
60;2018-01-22;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;54;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
61;2018-01-22;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;34;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
62;2018-01-22;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
63;2018-01-22;Enero;Colombia;Pasto;Nacional;Sur;N/A;Femenino;50;Más de 45 años;Cultural;N/A;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
64;2018-01-23;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;49;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
65;2018-01-24;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;35;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
66;2018-01-24;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;22;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
67;2018-01-24;Enero;Colombia;Palmira ;Nacional;Occidente;N/A;Femenino;23;21 a 45 años;Cultural;N/A;Español;N/A;Otros;N/A;Terrestre público;1;1 Noche;;;;;;;;;;
68;2018-01-25;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
69;2018-01-25;Enero;Alemania;Fráncfort;Extranjero;N/A;Europa;Femenino;50;Más de 45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
70;2018-01-25;Enero;Argentina;Neuquén;Extranjero;N/A;America Latina;Femenino;73;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;1;1 Noche;;;;;;;;;;
71;2018-01-26;Enero;Canadá;Toronto;Extranjero;N/A;Norteamerica;Femenino;35;21 a 45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;8;7-10 Noches;;;;;;;;;;
72;2018-01-26;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;49;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
73;2018-01-26;Enero;México;Guadalajara;Extranjero;N/A;Norteamerica;Masculino;46;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;6;4-6 Noches;;;;;;;;;;
74;2018-01-26;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;53;Más de 45 años;Negocios;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
75;2018-01-27;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;61;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
76;2018-01-27;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;61;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
77;2018-01-28;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;57;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
78;2018-01-28;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
79;2018-01-28;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;56;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
80;2018-01-28;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;67;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
81;2018-01-28;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
82;2018-01-28;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
83;2018-01-28;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
84;2018-01-28;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;42;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
85;2018-01-28;Enero;Colombia;Medellín;Nacional;Centro;N/A;Femenino;26;21 a 45 años;Cultural;N/A;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
86;2018-01-29;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;65;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
87;2018-01-29;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
88;2018-01-29;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;29;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
89;2018-01-29;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
90;2018-01-30;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;44;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
91;2018-01-30;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;29;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
92;2018-01-30;Enero;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
93;2018-01-30;Enero;Colombia;Cali;Local;Occidente;N/A;Masculino;35;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
94;2018-02-14;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;69;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
95;2018-02-15;Febrero;Perú;Lima;Extranjero;N/A;America Latina;Femenino;67;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;Aéreo;N/A;N/A;;;;;;;;;;
96;2018-02-16;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
97;2018-02-16;Febrero;Colombia;Neiva;Nacional;Centro;N/A;Femenino;47;Más de 45 años;Turismo rural;N/A;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
98;2018-02-16;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;53;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
99;2018-02-16;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;57;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
100;2018-02-16;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
101;2018-02-17;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
102;2018-02-17;Febrero;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;41;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;30;Mas de 10 Noches;;;;;;;;;;
103;2018-02-18;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
104;2018-02-18;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;51;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
105;2018-02-19;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;22;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
106;2018-02-19;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
107;2018-02-19;Febrero;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;26;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;2;2-3 Noches;;;;;;;;;;
108;2018-02-20;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;69;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
109;2018-02-20;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;67;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
110;2018-02-21;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
111;2018-02-21;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;26;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
112;2018-02-21;Febrero;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;68;Más de 45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
113;2018-02-22;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
114;2018-02-22;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;66;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
115;2018-02-22;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;53;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
116;2018-02-22;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
117;2018-02-22;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;63;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
118;2018-02-23;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;22;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
119;2018-02-24;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;33;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
120;2018-02-24;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;78;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
121;2018-02-24;Febrero;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;49;Más de 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
122;2018-02-25;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;74;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
123;2018-02-25;Febrero;Alemania;Fráncfort;Extranjero;N/A;Europa;Femenino;49;Más de 45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
124;2018-02-25;Febrero;Argentina;Neuquén;Extranjero;N/A;America Latina;Masculino;78;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;1;1 Noche;;;;;;;;;;
125;2018-02-26;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;42;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
126;2018-02-26;Febrero;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;42;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Otros;N/A;No responde;N/A;N/A;;;;;;;;;;
127;2018-02-26;Febrero;México;Guadalajara;Extranjero;N/A;Norteamerica;Femenino;52;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;6;4-6 Noches;;;;;;;;;;
128;2018-02-26;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21 a 45 años;Negocios;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
129;2018-02-27;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
130;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
131;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
132;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;73;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
133;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;37;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
134;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;67;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
135;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;64;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
136;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
137;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
138;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;28;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
139;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;64;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
140;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
141;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
142;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
143;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
144;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;48;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
145;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
146;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
147;2018-02-28;Febrero;Colombia;Cali;Local;Occidente;N/A;Femenino;25;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
148;2018-03-14;Marzo;Puerto Rico;San juan ;Extranjero;N/A;America Latina;Masculino;35;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
149;2018-03-15;Marzo;Colombia;Barranquilla;Nacional;Norte;N/A;Masculino;36;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
150;2018-03-16;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;61;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
151;2018-03-16;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;28;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
152;2018-03-16;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;61;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
153;2018-03-16;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;53;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
154;2018-03-16;Marzo;Venezuela;Caracas;Extranjero;N/A;America Latina;Femenino;37;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;30;Mas de 10 Noches;;;;;;;;;;
155;2018-03-17;Marzo;Argentina;Buenos Aires;Extranjero;N/A;America Latina;Femenino;29;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;7;7-10 Noches;;;;;;;;;;
156;2018-03-18;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;68;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
157;2018-03-18;Marzo;Colombia;Popayán;Nacional;Occidente;N/A;Masculino;79;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;No responde;N/A;N/A;;;;;;;;;;
158;2018-03-18;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;43;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
159;2018-03-19;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;64;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
160;2018-03-19;Marzo;México;Torreón;Extranjero;N/A;Norteamerica;Femenino;54;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;7;7-10 Noches;;;;;;;;;;
161;2018-03-19;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;69;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
162;2018-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;42;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
163;2018-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
164;2018-03-21;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;38;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
165;2018-03-21;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;21;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
166;2018-03-21;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;37;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
167;2018-03-22;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;63;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
168;2018-03-22;Marzo;Ecuador;Loja;Extranjero;N/A;America Latina;Masculino;39;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;15;Mas de 10 Noches;;;;;;;;;;
169;2018-03-22;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;82;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
170;2018-03-22;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
171;2018-03-22;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;47;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
