Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedencia- Visitantes nacionales,Zona procedencia- Visitantes internacionales,Sexo,Edad,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Tiempo de estancia,Rango de Tiempo de estancia
1396,12/11/2016,Noviembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,24,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 a 6 Noches
1397,12/11/2016,Noviembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,25,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 a 6 Noches
1398,12/11/2016,Noviembre,España,Madrid,Extranjero,N/A,Europa,Femenino,38,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,8,7 a 10 Noches
1399,12/11/2016,Noviembre,España,Madrid,Extranjero,N/A,Europa,masculino,39,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,8,7 a 10 Noches
1400,12/11/2016,Noviembre,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,40,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,3,2 -3 Noches
1401,12/11/2016,Noviembre,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,32,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,3,2 -3 Noches
1402,12/11/2016,Noviembre,Estados Unidos,New york,Extranjero,N/A,Norteamerica,Femenino,19,0 - 20 años,Recreacional o vacacional,N/A,Inglés,N/A,Hotel,N/A,Aéreo,15,Más de 10 Noches
1403,12/11/2016,Noviembre,Estados Unidos,New york,Extranjero,N/A,Norteamerica,Femenino,21,21 - 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hotel,N/A,Aéreo,15,Más de 10 Noches
1404,12/11/2016,Noviembre,Estados Unidos,New york,Extranjero,N/A,Norteamerica,Masculino,23,21 - 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hotel,N/A,Aéreo,15,Más de 10 Noches
1405,11/13/2016,Noviembre,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Masculino,31,21 - 45 años,Turismo rural,N/A,Portugues,N/A,Hostal,N/A,Terrestre particular,21,Más de 10 Noches
1406,11/13/2016,Noviembre,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Femenino,29,21 - 45 años,Turismo rural,N/A,Portugues,N/A,Hostal,N/A,Terrestre particular,21,Más de 10 Noches
1407,11/13/2016,Noviembre,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,21,Más de 10 Noches
1408,11/13/2016,Noviembre,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,33,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,21,Más de 10 Noches
1409,11/14/2016,Noviembre,Perú,Lima,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,5,4 a 6 Noches
1410,11/15/2016,Noviembre,Colombia,Medellín,Nacional,Centro,N/A,Masculino,33,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1,1 Noche
1411,11/15/2016,Noviembre,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
1412,11/15/2016,Noviembre,Chile,No responde,Extranjero,N/A,America Latina,Masculino,22,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,30,Más de 10 Noches
1413,11/15/2016,Noviembre,Colombia,Cali,Local,Occidente,N/A,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1414,11/15/2016,Noviembre,Francia,Paris,Extranjero,N/A,Europa,Femenino,68,Más de 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,30,Más de 10 Noches
1415,11/16/2016,Noviembre,España,Alicante,Extranjero,N/A,Europa,Femenino,35,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,5,4 a 6 Noches
1416,11/16/2016,Noviembre,Argentina,La Plata,Extranjero,N/A,America Latina,Masculino,23,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2,2 -3 Noches
1417,11/16/2016,Noviembre,Argentina,Bahia Blanca,Extranjero,N/A,America Latina,Femenino,22,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2,2 -3 Noches
1418,11/16/2016,Noviembre,Colombia,Pereira,Nacional,Centro,N/A,Femenino,55,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7,7 a 10 Noches
1419,11/17/2016,Noviembre,México,Monterrey,Extranjero,N/A,America Latina,Femenino,38,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 a 6 Noches
1420,11/17/2016,Noviembre,Francia,No responde,Extranjero,N/A,Europa,Masculino,65,Más de 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Aéreo,2,2 -3 Noches
1421,11/17/2016,Noviembre,Francia,No responde,Extranjero,N/A,Europa,Femenino,25,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,10,7 a 10 Noches
1422,11/17/2016,Noviembre,Francia,No responde,Extranjero,N/A,Europa,Femenino,33,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1423,11/18/2016,Noviembre,Colombia,Bogotá,Nacional,Centro,N/A,femenino,29,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,30,Más de 10 Noches
1424,11/18/2016,Noviembre,Australia,No responde,Extranjero,N/A,Oceania,Masculino,31,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,4,4 a 6 Noches
1425,11/18/2016,Noviembre,Italia,Roma,Extranjero,N/A,Europa,femenino,39,21 - 45 años,Turismo rural,N/A,Italiano,N/A,Hostal,N/A,Aéreo,2,2 -3 Noches
1426,11/18/2016,Noviembre,Italia,Roma,Extranjero,N/A,Europa,Masculino,41,21 - 45 años,Turismo rural,N/A,Italiano,N/A,Hostal,N/A,Aéreo,2,2 -3 Noches
1427,11/18/2016,Noviembre,Alemania,No responde,Extranjero,N/A,Europa,Masculino,77,Más de 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,4,4 a 6 Noches
1428,11/18/2016,Noviembre,Alemania,No responde,Extranjero,N/A,Europa,Femenino,33,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1429,11/18/2016,Noviembre,Alemania,No responde,Extranjero,N/A,Europa,Femenino,31,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1430,11/19/2016,Noviembre,España,No responde,Extranjero,N/A,Europa,Masculino,39,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,2,2 -3 Noches
1431,11/19/2016,Noviembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,27,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,5,4 a 6 Noches
1432,11/20/2016,Noviembre,Colombia,Pereira,Nacional,Centro,N/A,Masculino,37,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4,4 a 6 Noches
1433,11/20/2016,Noviembre,Colombia,Pereira,Nacional,Centro,N/A,Femenino,32,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4,4 a 6 Noches
1434,11/20/2016,Noviembre,Colombia,Pereira,Nacional,Centro,N/A,Femenino,33,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4,4 a 6 Noches
1435,11/21/2016,Noviembre,Suiza,No responde,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1436,11/21/2016,Noviembre,Suiza,No responde,Extranjero,N/A,Europa,Femenino,27,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1437,11/21/2016,Noviembre,Polonia,No responde,Extranjero,N/A,Europa,Femenino,28,21 - 45 años,Cultural,N/A,Otro,Polaco,Vivienda familiar o amigos,N/A,Aéreo,1,1 Noche
1438,11/21/2016,Noviembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,1,1 Noche
1439,11/22/2016,Noviembre,Colombia,Cali,Local,Occidente,N/A,masculino,71,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1440,11/22/2016,Noviembre,Argentina,Buenos Aires,Extranjero,N/A,America Latina,masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
1441,11/22/2016,Noviembre,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,24,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4,4 a 6 Noches
1442,11/22/2016,Noviembre,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,23,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4,4 a 6 Noches
1443,11/23/2016,Noviembre,Colombia,Cali,Local,Occidente,N/A,Femenino,46,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1444,11/23/2016,Noviembre,España,No responde,Extranjero,N/A,Europa,masculino,66,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,30,Más de 10 Noches
1445,11/23/2016,Noviembre,España,No responde,Extranjero,N/A,Europa,masculino,23,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
1446,11/23/2016,Noviembre,Francia,No responde,Extranjero,N/A,Europa,masculino,22,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
1447,11/23/2016,Noviembre,Colombia,Cali,Local,Occidente,N/A,Femenino,40,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1448,11/23/2016,Noviembre,Alemania,No responde,Extranjero,N/A,Europa,Femenino,25,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,4,4 a 6 Noches
1449,11/23/2016,Noviembre,Colombia,Cali,Local,Occidente,N/A,masculino,34,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1450,11/23/2016,Noviembre,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 a 6 Noches
1451,11/24/2016,Noviembre,Canadá,Toronto,Extranjero,N/A,Norteamerica,Femenino,31,21 - 45 años,Turismo rural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,5,4 a 6 Noches
1452,11/24/2016,Noviembre,Colombia,Medellín,Nacional,Centro,N/A,Masculino,29,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Aéreo,1,1 Noche
1453,11/24/2016,Noviembre,México,No responde,Extranjero,N/A,America Latina,Masculino,42,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda turística,N/A,Aéreo,7,7 a 10 Noches
1454,11/24/2016,Noviembre,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,61,Más de 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,180,Más de 10 Noches
1455,11/24/2016,Noviembre,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,25,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,7,7 a 10 Noches
1456,11/24/2016,Noviembre,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,7,7 a 10 Noches
1457,11/25/2016,Noviembre,Canadá,Ottawa,Extranjero,N/A,Norteamerica,Masculino,30,21 - 45 años,Cultural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,20,Más de 10 Noches
1458,11/25/2016,Noviembre,Francia,No responde,Extranjero,N/A,Europa,Femenino,26,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre particular,2,2 -3 Noches
1459,11/25/2016,Noviembre,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1460,11/25/2016,Noviembre,Alemania,No responde,Extranjero,N/A,Europa,Femenino,27,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1461,11/25/2016,Noviembre,España,No responde,Extranjero,N/A,Europa,Masculino,34,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1462,11/26/2016,Noviembre,México,México,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1463,11/27/2016,Noviembre,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,20,0 - 20 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4,4 a 6 Noches
1464,11/27/2016,Noviembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,35,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
1465,11/27/2016,Noviembre,Alemania,No responde,Extranjero,N/A,Europa,Femenino,34,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1466,11/27/2016,Noviembre,España,Madrid,Extranjero,N/A,Europa,Femenino,64,Más de 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1467,11/28/2016,Noviembre,Estados Unidos,New jersy,Extranjero,N/A,Norteamerica,Femenino,32,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,5,4 a 6 Noches
1468,11/28/2016,Noviembre,Inglaterra,No responde,Extranjero,N/A,Europa,Femenino,27,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,1,1 Noche
1469,11/28/2016,Noviembre,Colombia,No responde,Nacional,N/A,N/A,Masculino,32,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,1,1 Noche
1470,11/28/2016,Noviembre,Ecuador,No responde,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1471,11/28/2016,Noviembre,Taiwán,No responde,Extranjero,N/A,Asia,Masculino,45,21 - 45 años,Cultural,N/A,Otro,Mandarin,Hostal,N/A,Terrestre público,7,7 a 10 Noches
1472,11/28/2016,Noviembre,Holanda,No responde,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Otro,neerlandés,Hostal,N/A,Aéreo,4,4 a 6 Noches
1473,11/28/2016,Noviembre,No responde,No responde,No responde,N/A,N/A,Masculino,36,21 - 45 años,Cultural,N/A,No responde,N/A,Hostal,N/A,No responde,N/A,N/A
1474,11/28/2016,Noviembre,Inglaterra,No responde,Extranjero,N/A,Europa,Femenino,40,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,42,Más de 10 Noches
1475,11/29/2016,Noviembre,España,No responde,Extranjero,N/A,Europa,Masculino,20,0 - 20 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,30,Más de 10 Noches
1476,11/29/2016,Noviembre,argentina,No responde,Extranjero,N/A,America Latina,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,30,Más de 10 Noches
1477,11/29/2016,Noviembre,Alemania,No responde,Extranjero,N/A,Europa,Masculino,21,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,15,Más de 10 Noches
1478,11/29/2016,Noviembre,España,No responde,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7,7 a 10 Noches
1479,11/30/2016,Noviembre,Francia,Paris,Extranjero,N/A,Europa,Femenino,32,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,30,Más de 10 Noches
1480,11/30/2016,Noviembre,Francia,Paris,Extranjero,N/A,Europa,Masculino,37,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,30,Más de 10 Noches
1481,11/30/2016,Noviembre,Colombia,Manizalez,Nacional,Centro,N/A,Masculino,32,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1482,01/12/2016,Diciembre,Alemania,Munich,Extranjero,N/A,Europa,Masculino,40,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Otros,N/A,Terrestre particular,1,1 Noche
1483,01/12/2016,Diciembre,Colombia,Cali,Local,Occidente,N/A,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Reside,Reside,Reside
1484,02/12/2016,Diciembre,Colombia,Medellín,Nacional,Centro,N/A,Masculino,38,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,30,Más de 10 Noches
1485,02/12/2016,Diciembre,Colombia,Medellín,Nacional,Centro,N/A,Masculino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,2,2 -3 Noches
1486,02/12/2016,Diciembre,Perú,Lima,Extranjero,N/A,America Latina,Femenino,24,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1487,02/12/2016,Diciembre,Perú,Lima,Extranjero,N/A,America Latina,Femenino,24,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1488,02/12/2016,Diciembre,Suiza,No responde,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1489,02/12/2016,Diciembre,Estados Unidos,No responde,Extranjero,N/A,Norteamerica,Femenino,42,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1490,02/12/2016,Diciembre,Estados Unidos,No responde,Extranjero,N/A,Norteamerica,Masculino,43,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1491,03/12/2016,Diciembre,Suiza,No responde,Extranjero,N/A,Europa,Femenino,23,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1492,03/12/2016,Diciembre,Suiza,No responde,Extranjero,N/A,Europa,Masculino,26,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1493,03/12/2016,Diciembre,Suiza,No responde,Extranjero,N/A,Europa,Masculino,27,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,2,2 -3 Noches
1494,04/12/2016,Diciembre,Brasil,No responde,Extranjero,N/A,America Latina,Femenino,31,21 - 45 años,Visita parientes o amigos,N/A,Portugues,N/A,Vivienda familiar o amigos,N/A,Aéreo,15,Más de 10 Noches
1495,04/12/2016,Diciembre,Brasil,No responde,Extranjero,N/A,America Latina,Femenino,29,21 - 45 años,Visita parientes o amigos,N/A,Portugues,N/A,Vivienda familiar o amigos,N/A,Aéreo,15,Más de 10 Noches
1496,05/12/2016,Diciembre,España,Cordoba,Extranjero,N/A,Europa,Femenino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1497,05/12/2016,Diciembre,Austria,Innsbruck,Extranjero,N/A,Oceania,masculino,25,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1498,05/12/2016,Diciembre,Argentina,La Plata,Extranjero,N/A,America Latina,masculino,29,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1499,05/12/2016,Diciembre,Argentina,La Plata,Extranjero,N/A,America Latina,Femenino,25,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1500,05/12/2016,Diciembre,Francia,No responde,Extranjero,N/A,Europa,Masculino,65,Más de 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1501,05/12/2016,Diciembre,España,Bilboa,Extranjero,N/A,Europa,Masculino,23,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1502,05/12/2016,Diciembre,Italia,Bolzano,Extranjero,N/A,Europa,Masculino,24,21 - 45 años,Cultural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1503,05/12/2016,Diciembre,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Femenino,32,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1504,05/12/2016,Diciembre,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Masculino,32,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1505,05/12/2016,Diciembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,25,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1506,05/12/2016,Diciembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1507,05/12/2016,Diciembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1508,05/12/2016,Diciembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,24,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1509,05/12/2016,Diciembre,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Masculino,35,21 - 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Aéreo,1,1 Noche
1510,05/12/2016,Diciembre,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,21,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7,7 a 10 Noches
1511,05/12/2016,Diciembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,22,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7,7 a 10 Noches
1512,06/12/2016,Diciembre,Francia,Paris,Extranjero,N/A,Europa,Femenino,30,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1513,06/12/2016,Diciembre,Francia,Paris,Extranjero,N/A,Europa,Masculino,29,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1514,07/12/2016,Diciembre,Francia,No responde,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre particular,1,1 Noche
1515,07/12/2016,Diciembre,Francia,No responde,Extranjero,N/A,Europa,Masculino,24,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre particular,1,1 Noche
1516,08/12/2016,Diciembre,Bélgica,Halle,Extranjero,N/A,Europa,Femenino,65,Más de 45 años,Cultural,N/A,Otro,neerlandés,Hostal,N/A,Terrestre público,4,4 a 6 Noches
1517,08/12/2016,Diciembre,Perú,Callao,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
1518,09/12/2016,Diciembre,Bélgica,Londres,Extranjero,N/A,Europa,Femenino,45,21 - 45 años,Cultural,N/A,Otro,neerlandés,Hostal,N/A,Terrestre público,5,4 a 6 Noches
1519,09/12/2016,Diciembre,Colombia,Cali,Local,Occidente,N/A,Femenino,35,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Reside,Reside,Reside
1520,09/12/2016,Diciembre,Colombia,Cali,Local,Occidente,N/A,Femenino,30,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Reside,Reside,Reside
1521,09/12/2016,Diciembre,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,45,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1,1 Noche
1522,09/12/2016,Diciembre,País Vasco,No responde,Extranjero,N/A,Europa,Masculino,34,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
1523,10/12/2016,Diciembre,Colombia,Bogota,Nacional,Centro,N/A,Masculino,31,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
1524,10/12/2016,Diciembre,Estados Unidos,San Luis,Extranjero,N/A,Norteamerica,Femenino,27,21 - 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,4,4 a 6 Noches
1525,10/12/2016,Diciembre,Estados Unidos,San Luis,Extranjero,N/A,Norteamerica,Masculino,41,21 - 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
1526,10/12/2016,Diciembre,México,Mexico,Extranjero,N/A,America Latina,Femenino,54,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,5,4 a 6 Noches
1527,10/12/2016,Diciembre,Francia,Montpellier,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
1528,10/12/2016,Diciembre,Colombia,Bogota,Nacional,Centro,N/A,Femenino,59,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,2,2 -3 Noches
1529,10/12/2016,Diciembre,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,37,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre particular,15,Más de 10 Noches
1530,10/12/2016,Diciembre,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,34,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,No responde,N/A,Terrestre particular,15,Más de 10 Noches
1531,10/12/2016,Diciembre,Italia,Venecia,Extranjero,N/A,Europa,Masculino,59,Más de 45 años,Recreacional o vacacional,N/A,Italiano,N/A,Hotel,N/A,Terrestre público,4,4 a 6 Noches
