Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedendia- Visitantes nacionales,Zona procedendia- Visitantes internacionales,Sexo,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Rango de Tiempo de estancia
300,04/16/2015,Abril,España,No responde,Extranjero,N/A,Europa,Masculino,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
301,04/17/2015,Abril,España,Valencia,Extranjero,N/A,Europa,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda turistica,N/A,Terrestre público,2-3 Noches
302,04/17/2015,Abril,España,Valencia,Extranjero,N/A,Europa,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda turistica,N/A,Aéreo,2-3 Noches
303,04/17/2015,Abril,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
304,04/17/2015,Abril,Francia,Lyon,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
305,04/17/2015,Abril,México,Pachuca,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
306,04/18/2015,Abril,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta Punto de Información - San cipriano,Español,N/A,Reside,N/A,Reside,Reside
307,04/18/2015,Abril,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta Punto de Información - Información turistica,Español,N/A,Reside,N/A,Reside,Reside
308,05/20/2015,Mayo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta Punto de Información - Información turistica,Español,N/A,Reside,N/A,Reside,Reside
309,05/20/2015,Mayo,Brasil,Copacabana,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Aéreo,Más de 10 noches
310,05/20/2015,Mayo,Brasil,Copacabana,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Aéreo,Más de 10 noches
311,05/20/2015,Mayo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
312,04/22/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
313,04/22/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
314,04/22/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
315,04/22/2015,Abril,Irlanda,Dublin,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Inglés,N/A,Hostal,N/A,Terrestre particular,2-3 Noches
316,04/22/2015,Abril,Perú,Mancora,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,2-3 Noches
317,05/23/2015,Mayo,Chile,Coyhaique,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
318,05/23/2015,Mayo,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
319,05/25/2015,Mayo,Italia,Modena,Extranjero,N/A,Europa,Masculino,21 - 45 años,Turismo rural,N/A,Italiano,N/A,Hotel,N/A,Terrestre público,2-3 Noches
320,05/25/2015,Mayo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
321,05/25/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
322,05/27/2015,Mayo,Holanda,Amsterdam,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
323,05/27/2015,Mayo,España,Denia,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
324,05/27/2015,Mayo,No responde,No responde,No responde,N/A,N/A,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
325,05/27/2015,Mayo,España,No responde,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
326,05/27/2015,Mayo,USA,No responde,Extranjero,N/A,Norteamerica,Femenino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
327,05/28/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
328,05/28/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
329,05/30/2015,Mayo,Alemania,Diemelstadt,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,No responde,4-6 Noches
330,05/02/2015,Mayo,Australia,Viena,Extranjero,N/A,Oceania,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
331,05/02/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
332,05/02/2015,Mayo,Francia,Nantes,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
333,05/02/2015,Mayo,México,Puebla,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
334,05/02/2015,Mayo,México,Puebla,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
335,05/04/2015,Mayo,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
336,05/04/2015,Mayo,Venezuela,Barquisimeto,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
337,05/05/2015,Mayo,Francia,Caen,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
338,05/06/2015,Mayo,Francia,Lyon,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Otra,Auto,Terrestre particular,2-3 Noches
339,05/06/2015,Mayo,Francia,Lyon,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Otra,Auto,Terrestre particular,N/A
340,05/06/2015,Mayo,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
341,05/06/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
342,05/06/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Más de 10 noches
343,05/06/2015,Mayo,Japón,No responde,Extranjero,N/A,Asia,Femenino,21 - 45 años,Cultural,N/A,Otro,Japones,Otra,N/A,Terrestre público,1 Noche
344,05/11/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
345,05/11/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
346,05/11/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
347,05/12/2015,Mayo,Colombia,Qibdo,Nacional,Occidente,N/A,Masculino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
348,05/12/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
349,05/13/2015,Mayo,Colombia,Popayan,Nacional,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Otra,N/A,No responde,N/A
350,05/13/2015,Mayo,Alemania,Berlin,Extranjero,N/A,Europa,Femenino,0 - 20 Años,Recreacional o vacacional,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2-3 Noches
351,05/15/2015,Mayo,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hostal,N/A,Terrestre público,7-10 Noches
352,05/15/2015,Mayo,Francia,Paris,Extranjero,N/A,Europa,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hostal,N/A,Terrestre público,7-10 Noches
353,05/15/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,Más de 10 noches
354,05/15/2015,Mayo,Brasil,Florianopolis,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
355,05/15/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,N/A
356,05/15/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
357,05/16/2015,Mayo,Perú,Arequipa,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
358,05/16/2015,Mayo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
359,05/19/2015,Mayo,México,Ciudad de México,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
360,05/20/2015,Mayo,Francia,Lyon,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
361,05/20/2015,Mayo,Panama,Boquette,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
362,05/20/2015,Mayo,Panama,Boquette,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
363,05/20/2015,Mayo,Panama,Boquette,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
364,05/20/2015,Mayo,Panama,Panama,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
365,05/20/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,7-10 Noches
366,05/20/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,7-10 Noches
367,05/20/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,7-10 Noches
368,05/21/2015,Mayo,Brasil,Sao Paulo,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Aéreo,4-6 Noches
369,05/21/2015,Mayo,México,Ciudad de México,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,7-10 Noches
370,05/22/2015,Mayo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
371,05/22/2015,Mayo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
372,05/22/2015,Mayo,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
373,05/22/2015,Mayo,Francia,Paris,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,4-6 Noches
374,05/23/2015,Mayo,Noruega,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Otro,Noruego,Hotel,N/A,Aéreo,4-6 Noches
375,05/23/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
376,05/23/2015,Mayo,Inglaterra,Londres,Extranjero,N/A,Europa,Masculino,0 - 20 Años,Recreacional o vacacional,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
377,05/23/2015,Mayo,Australia,Melbourne,Extranjero,N/A,Oceania,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
378,05/23/2015,Mayo,Inglaterra,Londres,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
379,05/25/2015,Mayo,México,Quintana Roo,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
380,05/25/2015,Mayo,México,Quintana Roo,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
381,05/25/2015,Mayo,México,Quintana Roo,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
382,05/25/2015,Mayo,México,Quintana Roo,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
383,05/25/2015,Mayo,Costa Rica,No responde,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
384,05/25/2015,Mayo,Costa Rica,No responde,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
385,05/25/2015,Mayo,Costa Rica,No responde,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
386,05/25/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
387,05/26/2015,Mayo,Italia,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,7-10 Noches
388,05/26/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
389,05/26/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,N/A
390,05/26/2015,Mayo,Francia,Paris,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
391,05/26/2015,Mayo,Colombia,Armenia,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,N/A
392,05/26/2015,Mayo,Colombia,Cajica,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
393,05/27/2015,Mayo,Taiwan,Taipei,Extranjero,N/A,Asia,Masculino,No responde,No responde,N/A,Otro,Mandarín,No responde,N/A,No responde,N/A
394,05/27/2015,Mayo,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A
395,05/27/2015,Mayo,Francia,No responde,Extranjero,N/A,Europa,Femenino,No responde,No responde,N/A,Francés,N/A,No responde,N/A,No responde,N/A
396,05/27/2015,Mayo,Reino Unido,No responde,Extranjero,N/A,Europa,Masculino,No responde,No responde,N/A,Inglés,N/A,No responde,N/A,No responde,N/A
397,05/27/2015,Mayo,España,Madrid,Extranjero,N/A,Europa,Femenino,21 - 45 años,Otros,Viaje por voluntariado,Español,N/A,Vivienda familiar o amigos,N/A,No responde,N/A
398,05/29/2015,Mayo,Francia,Toulouse,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
399,05/29/2015,Mayo,Francia,Toulouse,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
400,05/29/2015,Mayo,Colombia,Cucuta,Nacional,Norte,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
401,05/30/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,No responde,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
402,05/30/2015,Mayo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,No responde,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
403,05/30/2015,Mayo,Alemania,Berlin,Extranjero,N/A,Europa,Femenino,0 - 20 Años,Cultural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Aéreo,Reside
404,05/30/2015,Mayo,Alemania,Frankfurt,Extranjero,N/A,Europa,Femenino,0 - 20 Años,Cultural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Aéreo,Reside
405,06/02/2015,Junio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
406,06/02/2015,Junio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Otra,Casa,Terrestre público,Más de 10 noches
407,06/02/2015,Junio,Venezuela,Valencia,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
408,06/04/2015,Junio,El salvador,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
409,06/04/2015,Junio,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
410,06/10/2015,Junio,Chile,Valparaiso,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
411,06/10/2015,Junio,Polonia,Varsovia,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Otro,Polaco,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
412,06/11/2015,Junio,México,Tlaxcala,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
413,06/11/2015,Junio,Francia,Bordeaux,Extranjero,N/A,Europa,Masculino,0 - 20 Años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
414,06/11/2015,Junio,Francia,Lyon,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
415,06/11/2015,Junio,Francia,Bordeaux,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
416,06/12/2015,Junio,Colombia,Medellín,Nacional,Centro,N/A,Femenino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
417,06/12/2015,Junio,Colombia,Medellín,Nacional,Centro,N/A,Masculino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
418,06/12/2015,Junio,Francia,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hotel,N/A,Aéreo,4-6 Noches
419,06/16/2015,Junio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
420,06/16/2015,Junio,Reino Unido,Birmingham,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
421,06/16/2015,Junio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,0 - 20 Años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
422,06/16/2015,Junio,España,Cataluña,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
423,06/16/2015,Junio,USA,New York,Extranjero,N/A,Norteamerica,Femenino,Más de 45 años,Turismo rural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7-10 Noches
424,06/16/2015,Junio,Suiza,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,2-3 Noches
454,06/26/2015,Junio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,0 - 20 Años,No responde,N/A,Español,N/A,No responde,N/A,Aéreo,Más de 10 noches
425,06/17/2015,Junio,USA,New York,Extranjero,N/A,Norteamerica,Femenino,Más de 45 años,Visita parientes o amigos,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
426,06/17/2015,Junio,USA,New York,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Visita parientes o amigos,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
427,06/17/2015,Junio,Colombia,Manizales,Nacional,Centro,N/A,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,7-10 Noches
428,06/18/2015,Junio,Argentina,Puerto Madryn,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
429,06/18/2015,Junio,Nepal,Kathmandu,Extranjero,N/A,Asia,Masculino,21 - 45 años,Cultural,N/A,Otro,Nepalí,Vivienda familiar o amigos,N/A,Terrestre público,7-10 Noches
430,06/18/2015,Junio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
431,06/19/2015,Junio,Alemania,Hamburgo,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
432,06/19/2015,Junio,Alemania,Hamburgo,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
433,06/19/2015,Junio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
434,06/19/2015,Junio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
435,06/19/2015,Junio,Taiwan,Nantou,Extranjero,N/A,Asia,Masculino,21 - 45 años,Cultural,N/A,Otro,Hoklo,Hostal,N/A,Terrestre público,4-6 Noches
436,06/20/2015,Junio,México,Cuernavaca,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,7-10 Noches
437,06/22/2015,Junio,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
438,06/22/2015,Junio,Chile,No responde,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
439,06/22/2015,Junio,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
440,06/22/2015,Junio,España,Madrid,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,7-10 Noches
441,06/23/2015,Junio,Uruguay,Pando,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
442,06/23/2015,Junio,Uruguay,La Paz,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
443,06/23/2015,Junio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
444,06/23/2015,Junio,No responde,No responde,No responde,N/A,N/A,Masculino,No responde,No responde,N/A,N/A,N/A,No responde,N/A,No responde,N/A
445,06/24/2015,Junio,Francia,Ajaccio,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
446,06/24/2015,Junio,Francia,Ajaccio,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
447,06/25/2015,Junio,Corea del Sur,No responde,Extranjero,N/A,Asia,Femenino,21 - 45 años,Cultural,N/A,Otro,Coreano,Hostal,N/A,Aéreo,2-3 Noches
448,06/25/2015,Junio,Alemania,Riedlingen,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Aéreo,4-6 Noches
